transaction_id,merchant,amount,timestamp,upi_reference,category,year,month,day,hour,minute,day_of_week,is_weekend,is_month_start,is_month_end,amount_rounded,amount_log,is_round_amount,amount_last_digit,amount_decimal,is_large_transaction,is_micro_transaction,merchant_length,merchant_word_count,merchant_uppercase_count,merchant_lowercase_count,merchant_digit_count,merchant_special_char_count,merchant_has_upi_prefix,merchant_has_numbers,merchant_has_city,merchant_has_pvt_ltd,merchant_all_caps,merchant_first_char,merchant_last_char,payment_method,payment_app,card_type,bank_name,is_online,is_contactless,requires_otp,city,location_type,merchant_city,is_same_city,distance_from_home_km,is_recurring,merchant_visit_count,days_since_last_transaction,transaction_sequence_number,time_since_last_txn_hours,is_first_time_merchant,merchant_category_frequency,avg_monthly_spend_category,is_unusual_time,description,narration,merchant_category_code,currency,exchange_rate,tax_amount,tip_amount,discount_amount,cashback_amount,risk_score,is_verified_merchant,merchant_rating,transaction_status,failure_reason
ACB01301ECA75610,Faasos,268.99,2025-01-05 08:39:00,IMPS995385184,Food - Delivery,2025,1,5,8,39,6,1,1,0,269.0,5.5984,0,8,0.99,0,0,6,1,1,5,0,0,0,0,0,0,0,F,s,Wallet,PhonePe,N/A,BOB,1,1,1,Hyderabad,Online,Hyderabad,1,1.7,0,44,84,205,40.12,0,51,6291.56,0,Debit Card Transaction - Faasos,POS transaction at Faasos,5814,INR,1.0,0.0,13.06,0.0,0.0,0.0401,1,4.5,Success,N/A
23BBCB8BDD9D3400,Freecharge,73553.56,2025-05-20 08:45:00,UPI306668362,Transfer - Personal,2025,5,20,8,45,1,0,0,0,73554.0,11.2058,0,3,0.56,1,0,10,1,1,9,0,0,0,0,0,0,0,F,e,Debit Card,Bank App,Visa,SBI,1,1,1,Hyderabad,Home,Delhi,0,32.4,0,3,57,479,159.15,0,16,11899.95,0,Freecharge - Online Payment,Paid to Freecharge,6012,INR,1.0,0.0,0.0,0.0,0.0,0.4486,1,3.5,Success,N/A
DB9D22CBAC5417A7,DMart Bhopal,758.35,2025-08-12 14:26:00,NEFT168138434,Food - Groceries,2025,8,12,14,26,1,0,0,0,758.0,6.6325,0,8,0.35,0,0,12,2,3,8,0,0,0,0,1,0,0,D,l,Debit Card,Bank App,Mastercard,Axis,1,1,0,Jaipur,Online,Jaipur,1,2.36,0,14,47,708,11.33,0,24,9296.84,0,Payment to DMart Bhopal,Paid to DMart Bhopal,5411,INR,1.0,0.0,0.0,0.0,0.0,0.1369,1,4.9,Success,N/A
1C7C8BAA6CD85310,Amazon Pay,59696.66,2025-03-28 23:59:00,RTGS847663966,Transfer - Personal,2025,3,28,23,59,4,0,0,1,59697.0,10.997,0,6,0.66,1,0,10,2,2,7,0,0,0,0,0,0,0,A,y,Credit Card,Bank App,Mastercard,Axis,0,0,1,Pune,Home,Nagpur,0,26.94,0,16,15,575,46.43,0,34,6784.29,0,UPI/Amazon Pay/Rs.59696.66,Online payment - Amazon Pay,6012,INR,1.0,0.0,0.0,0.0,0.0,0.4273,1,4.7,Failed,N/A
7250C93505683F8B,Blinkit,169.12,2025-08-20 05:59:00,IMPS967357460,Food - Delivery,2025,8,20,5,59,2,0,0,0,169.0,5.1365,0,9,0.12,0,0,7,1,1,6,0,0,0,0,0,0,0,B,t,UPI,BHIM,N/A,PNB,1,1,0,Pune,Online,Pune,1,5.77,0,19,11,653,47.82,0,26,2538.82,1,Debit Card Transaction - Blinkit,POS transaction at Blinkit,5814,INR,1.0,8.46,0.0,19.0,0.0,0.2717,1,3.1,Success,N/A
7EAF24B2F91B7148,UPI/Freecharge - Jaipur/575836,8388.85,2025-11-06 21:18:00,RTGS548076127,Transfer - Personal,2025,11,6,21,18,3,0,0,0,8389.0,9.0348,0,8,0.85,1,0,30,3,5,14,6,3,1,1,1,0,0,U,6,Credit Card,Bank App,Rupay,Axis,1,0,1,Chandigarh,Home,Chandigarh,1,3.86,0,18,32,458,34.1,0,23,12782.3,0,UPI/UPI/Freecharge - Jaipur/575836/Rs.8388.85,UPI/Freecharge - Jaipur/575836 - Purchase,6012,INR,1.0,0.0,0.0,0.0,0.0,0.2614,1,4.5,Success,N/A
EEB74C64DCC1B980,SkinCareCenter,721.93,2025-06-06 05:33:00,NEFT498580168,Health & Fitness,2025,6,6,5,33,4,0,0,0,722.0,6.5833,0,1,0.93,0,0,14,1,3,11,0,0,0,0,0,0,0,S,r,Credit Card,Bank App,Rupay,HDFC,1,1,1,Indore,Online,Indore,1,2.54,0,4,52,439,34.64,1,16,3985.27,1,Debit Card Transaction - SkinCareCenter,Online payment - SkinCareCenter,8099,INR,1.0,129.95,0.0,0.0,0.0,0.3936,1,3.9,Pending,N/A
5EBEF7D5191A2C11,Sun Direct,2499.0,2025-05-21 02:22:00,UPI461658918,Bills & Utilities,2025,5,21,2,22,2,0,0,0,2499.0,7.824,0,9,0.0,0,0,10,2,2,7,0,0,0,0,0,0,0,S,t,UPI,GPay,N/A,SBI,1,1,1,Mumbai,Online,Mumbai,1,6.15,1,10,16,607,13.11,0,12,2763.5,1,Sun Direct - Online Payment,Payment for bills & utilities,4814,INR,1.0,0.0,0.0,0.0,0.0,0.2244,1,3.4,Pending,N/A
EEB30C8471C20C2A,MISCELLANEOUS TRANSACTION,466636.39,2025-01-09 23:06:00,NEFT170555287,Other,2025,1,9,23,6,3,0,0,0,466636.0,13.0533,0,6,0.39,1,0,25,2,24,0,0,0,0,0,0,0,1,M,N,Net Banking,Paytm,N/A,Kotak,1,1,1,Bangalore,Online,Mumbai,0,45.03,0,5,2,664,92.16,1,9,4439.31,0,Payment to MISCELLANEOUS TRANSACTION,Online payment - MISCELLANEOUS TRANSACTION,9999,INR,1.0,0.0,0.0,0.0,0.0,0.6641,0,4.5,Success,N/A
BA6E981C41829A24,FRESHMENU,179.81,2025-02-21 03:57:00,UPI498310910,Food - Delivery,2025,2,21,3,57,4,0,0,0,180.0,5.1974,0,9,0.81,0,0,9,1,9,0,0,0,0,0,0,0,1,F,U,UPI,Amazon Pay,N/A,BOB,1,1,1,Kochi,Online,Kochi,1,2.66,1,38,29,192,17.34,0,44,2830.99,1,Debit Card Transaction - FRESHMENU,FRESHMENU - Purchase,5814,INR,1.0,8.99,46.66,0.0,8.89,0.3208,0,3.9,Success,N/A
1A061B767C820A85,Netflix India,199.0,2025-07-22 05:57:00,RTGS341989437,Entertainment,2025,7,22,5,57,1,0,0,0,199.0,5.2983,0,9,0.0,0,0,13,2,2,10,0,0,0,0,0,0,0,N,a,UPI,PhonePe,N/A,SBI,1,1,1,Lucknow,Online,Lucknow,1,0.02,0,12,26,246,32.78,0,17,1109.83,1,Payment to Netflix India,Netflix India - Purchase,7841,INR,1.0,35.82,0.0,0.0,0.0,0.2766,1,4.5,Success,N/A
BA89C2DB07F50921,Carnival Cinemas-9935,538.78,2025-10-14 07:12:00,RTGS195082182,Entertainment,2025,10,14,7,12,1,0,0,0,539.0,6.2912,0,8,0.78,0,0,21,2,2,13,4,1,0,1,0,0,0,C,5,Debit Card,Bank App,Amex,BOB,1,1,1,Delhi,Online,Delhi,1,12.89,0,5,54,913,159.34,0,25,1843.72,0,UPI/Carnival Cinemas-9935/Rs.538.78,Online payment - Carnival Cinemas-9935,7841,INR,1.0,96.98,0.0,0.0,0.0,0.1428,1,3.4,Success,N/A
5D27FC00FCCEE8D4,UPI/GPAY-Spencer Retail/493688,1208.74,2025-06-08 16:29:00,NEFT825863055,Food - Groceries,2025,6,8,16,29,6,1,0,0,1209.0,7.0982,0,8,0.74,0,0,30,2,9,11,6,3,1,1,0,0,0,U,8,Credit Card,Bank App,Rupay,Canara,1,1,1,Jaipur,Online,Jaipur,1,7.27,0,45,0,306,21.06,0,51,3025.9,0,UPI/GPAY-Spencer Retail/493688 - Online Payment,Paid to UPI/GPAY-Spencer Retail/493688,5411,INR,1.0,0.0,0.0,0.0,0.0,0.12,1,3.3,Success,N/A
8646BCBF498DD58F,Xbox Store,996.23,2025-09-18 04:53:00,UPI734629342,Entertainment,2025,9,18,4,53,3,0,0,0,996.0,6.905,0,6,0.23,0,0,10,2,2,7,0,0,0,0,0,0,0,X,e,Debit Card,Bank App,Amex,Kotak,1,1,0,Bangalore,Online,Bangalore,1,14.06,0,14,76,963,12.43,1,20,531.23,1,Debit Card Transaction - Xbox Store,Online payment - Xbox Store,7929,INR,1.0,179.32,0.0,0.0,0.0,0.4003,1,4.1,Success,N/A
1C623E7A7B528C08,MISCELLANEOUS TRANSACTION,65631.65,2025-03-16 17:12:00,RTGS421515379,Other,2025,3,16,17,12,6,1,0,0,65632.0,11.0918,0,1,0.65,1,0,25,2,24,0,0,0,0,0,0,0,1,M,N,Debit Card,Bank App,Mastercard,Kotak,0,1,1,Delhi,Office,Kolkata,0,27.95,0,2,61,955,81.57,0,9,1338.05,0,UPI/MISCELLANEOUS TRANSACTION/Rs.65631.65,MISCELLANEOUS TRANSACTION - Purchase,9999,INR,1.0,0.0,0.0,0.0,0.0,0.5472,0,4.4,Success,N/A
63A0411116536206,UPI-Meesho,2273.37,2025-05-20 14:02:00,IMPS840984407,Shopping - Essentials,2025,5,20,14,2,1,0,0,0,2273.0,7.7295,0,3,0.37,0,0,10,1,4,5,0,1,1,0,0,0,0,U,o,Net Banking,Bank App,N/A,HDFC,1,1,1,Ahmedabad,Online,Ahmedabad,1,1.21,0,16,13,582,14.09,1,33,6613.38,0,UPI-Meesho - Online Payment,Payment for shopping - essentials,5399,INR,1.0,0.0,0.0,0.0,0.0,0.2669,0,4.3,Success,N/A
717954B5C01CCBEC,Xbox Store,879.27,2025-01-25 07:44:00,RTGS718784304,Entertainment,2025,1,25,7,44,5,1,0,1,879.0,6.7802,0,9,0.27,0,0,10,2,2,7,0,0,0,0,0,0,0,X,e,UPI,GPay,N/A,SBI,1,1,0,Chandigarh,Online,Chandigarh,1,13.07,0,20,61,485,26.38,0,38,1609.72,0,UPI/Xbox Store/Rs.879.27,POS transaction at Xbox Store,7832,INR,1.0,0.0,0.0,0.0,29.7,0.0583,1,3.8,Success,N/A
2C9B74D52F1DA4CC,The Beer Cafe - Bhopal,664.39,2025-07-09 04:03:00,NEFT723678455,Food - Dining Out,2025,7,9,4,3,2,0,0,0,664.0,6.5004,0,4,0.39,0,0,22,5,4,13,0,1,0,0,1,0,0,T,l,UPI,BHIM,N/A,PNB,1,1,1,Delhi,Restaurant,Delhi,1,12.36,0,6,79,74,16.62,1,13,4108.09,1,The Beer Cafe - Bhopal - Online Payment,POS transaction at The Beer Cafe - Bhopal,5812,INR,1.0,0.0,0.0,0.0,0.0,0.3806,1,3.2,Pending,N/A
9120BA5B61AD2538,Tanishq Jewellers - Hyderabad,10748.94,2025-04-17 22:21:00,RTGS435295581,Shopping - Non-Essentials,2025,4,17,22,21,3,0,0,0,10749.0,9.2827,0,8,0.94,1,0,29,4,3,22,0,1,0,0,1,0,0,T,d,Debit Card,Bank App,Mastercard,Kotak,1,0,1,Bhopal,Online,Kochi,0,24.81,0,20,83,164,3.78,1,34,4849.21,0,Debit Card Transaction - Tanishq Jewellers - Hyderabad,Payment for shopping - non-essentials,5699,INR,1.0,0.0,0.0,0.0,0.0,0.6073,1,4.7,Success,N/A
202307083E48CD1B,Ola Cabs,314.96,2025-02-26 02:32:00,UPI466297049,Transportation,2025,2,26,2,32,2,0,0,1,315.0,5.7556,0,4,0.96,0,0,8,2,2,5,0,0,0,0,0,0,0,O,s,UPI,BHIM,N/A,ICICI,1,1,0,Jaipur,Home,Jaipur,1,1.76,0,18,77,202,23.5,0,24,2471.51,1,Payment to Ola Cabs,POS transaction at Ola Cabs,4121,INR,1.0,0.0,0.0,0.0,0.0,0.2291,1,4.8,Pending,N/A
2AAAE30979E82884,PAYTM-Wow Momo,120.36,2025-10-21 11:45:00,UPI748384925,Food - Delivery,2025,10,21,11,45,1,0,0,0,120.0,4.7988,0,0,0.36,0,0,14,2,7,5,0,1,1,0,0,0,0,P,o,UPI,Amazon Pay,N/A,SBI,1,1,1,Kolkata,Online,Kolkata,1,4.27,1,45,5,505,12.83,0,47,5439.54,0,PAYTM-Wow Momo - Online Payment,Paid to PAYTM-Wow Momo,5814,INR,1.0,0.0,11.58,0.0,0.0,0.146,1,3.7,Success,N/A
DF22FA67BFD51CD3,MISCELLANEOUS TRANSACTION,328209.07,2024-12-10 03:17:00,IMPS845987257,Other,2024,12,10,3,17,1,0,0,0,328209.0,12.7014,0,9,0.07,1,0,25,2,24,0,0,0,0,0,0,0,1,M,N,Credit Card,Bank App,Visa,HDFC,1,0,1,Chennai,Online,Pune,0,48.99,0,7,71,76,110.21,0,27,3481.96,1,Debit Card Transaction - MISCELLANEOUS TRANSACTION,POS transaction at MISCELLANEOUS TRANSACTION,9999,INR,1.0,0.0,0.0,0.0,0.0,0.6517,1,3.5,Success,N/A
53C59818BFD61814,PANTALOONS,9570.81,2024-12-23 17:00:00,RTGS728319488,Shopping - Non-Essentials,2024,12,23,17,0,0,0,0,0,9571.0,9.1666,0,0,0.81,1,0,10,1,10,0,0,0,0,0,0,0,1,P,S,Debit Card,Bank App,Visa,HDFC,0,0,1,Chandigarh,Online,Bangalore,0,31.17,0,11,10,557,28.39,0,11,2388.36,0,Payment to PANTALOONS,Paid to PANTALOONS,5621,INR,1.0,0.0,0.0,0.0,0.0,0.4416,1,4.9,Pending,N/A
2396DFDCD6500A8D,UPI/DelhiMetro/338351,149.21,2025-08-03 09:35:00,RTGS871557631,Transportation,2025,8,3,9,35,6,1,1,0,149.0,5.012,0,9,0.21,0,0,21,1,5,8,6,2,1,1,1,0,0,U,1,UPI,BHIM,N/A,ICICI,1,1,0,Delhi,Street,Delhi,1,3.39,1,11,3,345,41.04,0,23,1269.21,0,Debit Card Transaction - UPI/DelhiMetro/338351,POS transaction at UPI/DelhiMetro/338351,4121,INR,1.0,0.0,0.0,0.0,0.0,0.0397,0,3.3,Success,N/A
8892125D6FDD3758,PAYTM-Wellness Forever,7743.2,2024-12-17 19:26:00,RTGS302928968,Shopping - Essentials,2024,12,17,19,26,1,0,0,0,7743.0,8.9547,0,3,0.2,1,0,22,2,7,13,0,1,1,0,0,0,0,P,r,Credit Card,Bank App,Amex,PNB,0,0,1,Indore,Online,Indore,1,11.85,0,9,87,742,52.16,1,12,6237.43,0,UPI/PAYTM-Wellness Forever/Rs.7743.2,Paid to PAYTM-Wellness Forever,5399,INR,1.0,0.0,0.0,1408.21,98.98,0.4858,1,3.6,Success,N/A
5713DE553326A329,UPI/Apollo Hospitals/621089,9412.14,2025-02-15 02:29:00,UPI973137074,Health & Fitness,2025,2,15,2,29,5,1,0,0,9412.0,9.1499,0,2,0.14,1,0,27,2,5,13,6,2,1,1,0,0,0,U,9,UPI,PhonePe,N/A,SBI,1,1,1,Kolkata,Home,Kolkata,1,10.59,0,7,62,60,113.86,0,17,2112.33,1,UPI/Apollo Hospitals/621089 - Online Payment,Online payment - UPI/Apollo Hospitals/621089,7997,INR,1.0,1694.19,0.0,0.0,49.66,0.5378,0,3.0,Success,N/A
546EA69F7055DFC8,IMPS Transfer - Nagpur,88659.84,2025-03-31 17:38:00,NEFT984212914,Transfer - Personal,2025,3,31,17,38,0,0,0,1,88660.0,11.3926,0,9,0.84,1,0,22,4,6,12,0,1,0,0,1,0,0,I,r,Net Banking,Bank App,N/A,HDFC,1,0,1,Mumbai,Office,Chandigarh,0,32.84,0,8,34,696,81.57,0,20,8109.32,0,Payment to IMPS Transfer - Nagpur,Online payment - IMPS Transfer - Nagpur,6012,INR,1.0,0.0,0.0,0.0,0.0,0.5481,0,3.9,Success,N/A
CF9DA13A3F7AE417,UPI/PlayStation Store/359289,267.36,2025-07-04 13:07:00,UPI863277609,Entertainment,2025,7,4,13,7,4,0,1,0,267.0,5.5923,0,7,0.36,0,0,28,2,6,13,6,2,1,1,0,0,0,U,9,UPI,GPay,N/A,SBI,1,1,1,Chennai,Online,Chennai,1,0.05,0,4,19,150,18.35,0,12,559.18,0,Debit Card Transaction - UPI/PlayStation Store/359289,UPI/PlayStation Store/359289 - Purchase,7832,INR,1.0,48.12,0.0,0.0,0.0,0.0159,1,4.1,Success,N/A
01FA5774EB6039D4,SPENCER RETAIL,1978.21,2025-05-13 20:09:00,UPI523994274,Food - Groceries,2025,5,13,20,9,1,0,0,0,1978.0,7.5905,0,8,0.21,0,0,14,2,13,0,0,0,0,0,0,0,1,S,L,UPI,Paytm,N/A,HDFC,1,1,0,Pune,Online,Chandigarh,0,33.79,0,46,52,711,40.55,0,59,7262.73,0,Payment to SPENCER RETAIL,SPENCER RETAIL - Purchase,5422,INR,1.0,0.0,0.0,0.0,0.0,0.1252,1,4.0,Pending,N/A
A7465E580F81259E,Toppr,19999.0,2025-07-15 07:15:00,NEFT290577072,Education,2025,7,15,7,15,1,0,0,0,19999.0,9.9035,0,9,0.0,1,0,5,1,1,4,0,0,0,0,0,0,0,T,r,Net Banking,Paytm,N/A,HDFC,1,1,1,Mumbai,Online,Mumbai,1,9.49,0,3,43,888,123.44,0,17,16803.08,0,Debit Card Transaction - Toppr,Paid to Toppr,8211,INR,1.0,3599.82,0.0,0.0,0.0,0.4297,0,3.5,Success,N/A
32D01573D548DAC0,UPI/GPAY-Mainland China/553410,737.21,2025-11-07 16:38:00,UPI580610076,Food - Dining Out,2025,11,7,16,38,4,0,0,0,737.0,6.6042,0,7,0.21,0,0,30,2,9,11,6,3,1,1,0,0,0,U,0,Debit Card,Bank App,Mastercard,ICICI,0,1,1,Chandigarh,Restaurant,Chandigarh,1,0.72,0,16,11,142,24.02,1,32,2034.05,0,UPI/UPI/GPAY-Mainland China/553410/Rs.737.21,UPI/GPAY-Mainland China/553410 - Purchase,5814,INR,1.0,0.0,0.0,0.0,0.0,0.271,1,3.7,Success,N/A
9271FDDD340691B6,MISCELLANEOUS TRANSACTION,943490.79,2025-10-29 06:32:00,NEFT489689132,Other,2025,10,29,6,32,2,0,0,1,943491.0,13.7573,0,0,0.79,1,0,25,2,24,0,0,0,0,0,0,0,1,M,N,Credit Card,Bank App,Mastercard,HDFC,0,1,1,Bangalore,Home,Bangalore,1,0.94,0,15,33,305,30.24,0,18,1703.86,0,Debit Card Transaction - MISCELLANEOUS TRANSACTION,MISCELLANEOUS TRANSACTION - Purchase,9999,INR,1.0,0.0,0.0,0.0,0.0,0.34,1,4.9,Pending,N/A
01967A783B946FA3,UPI-Behrouz Biryani,451.76,2025-03-09 22:35:00,IMPS108755080,Food - Delivery,2025,3,9,22,35,6,1,0,0,452.0,6.1154,0,1,0.76,0,0,19,2,5,12,0,1,1,0,0,0,0,U,i,Debit Card,Bank App,Visa,Kotak,1,0,0,Kochi,Online,Kochi,1,5.36,1,24,11,737,46.3,0,40,2741.08,0,UPI/UPI-Behrouz Biryani/Rs.451.76,Paid to UPI-Behrouz Biryani,5814,INR,1.0,22.59,0.0,0.0,0.0,0.0467,1,3.4,Success,N/A
5759F0684709EB2C,MISCELLANEOUS TRANSACTION,973514.69,2024-12-12 21:57:00,UPI465554916,Other,2024,12,12,21,57,3,0,0,0,973515.0,13.7887,0,4,0.69,1,0,25,2,24,0,0,0,0,0,0,0,1,M,N,Debit Card,Bank App,Amex,Axis,0,0,1,Kochi,Home,Kochi,1,4.48,0,8,71,666,78.06,1,13,2452.72,0,MISCELLANEOUS TRANSACTION - Online Payment,Payment for other,9999,INR,1.0,0.0,0.0,0.0,0.0,0.5959,1,4.7,Success,N/A
2750FDDB23A1ED97,Max Fashion Chennai,14248.79,2025-08-30 16:22:00,RTGS532854451,Shopping - Non-Essentials,2025,8,30,16,22,5,1,0,1,14249.0,9.5645,0,8,0.79,1,0,19,3,3,14,0,0,0,0,1,0,0,M,i,Credit Card,Bank App,Visa,Kotak,1,1,1,Chandigarh,Online,Chandigarh,1,13.51,0,18,6,829,8.36,0,21,5792.77,0,Max Fashion Chennai - Online Payment,Max Fashion Chennai - Purchase,5651,INR,1.0,0.0,0.0,0.0,169.58,0.362,1,3.7,Failed,N/A
80D34B2067D8966A,ACT FIBERNET,299.0,2025-01-22 19:42:00,UPI760226820,Bills & Utilities,2025,1,22,19,42,2,0,0,0,299.0,5.7038,0,9,0.0,0,0,12,2,11,0,0,0,0,0,0,0,1,A,T,UPI,PhonePe,N/A,HDFC,1,1,0,Hyderabad,Online,Lucknow,0,25.01,1,7,13,462,134.06,1,27,4060.11,0,Payment to ACT FIBERNET,Payment for bills & utilities,4900,INR,1.0,0.0,0.0,0.0,12.89,0.3013,0,4.8,Success,N/A
A795B55A888576E3,UPI/Food Paanda/487598,621.83,2025-05-07 21:25:00,NEFT283289929,Food - Delivery,2025,5,7,21,25,2,0,0,0,622.0,6.4343,0,1,0.83,0,0,22,2,5,8,6,2,1,1,0,0,0,U,8,UPI,PhonePe,N/A,HDFC,1,1,0,Chennai,Online,Chennai,1,2.52,1,21,7,103,14.7,0,33,4380.02,0,Debit Card Transaction - UPI/Food Paanda/487598,Payment for food - delivery,5814,INR,1.0,0.0,23.0,0.0,0.0,0.0342,1,4.9,Success,N/A
475D56B003D77920,NEFT Payment - Ahmedabad,56701.47,2025-10-14 02:17:00,UPI744154908,Transfer - Personal,2025,10,14,2,17,1,0,0,0,56701.0,10.9456,0,1,0.47,1,0,24,4,6,14,0,1,0,0,1,0,0,N,d,Debit Card,Bank App,Mastercard,Kotak,1,0,1,Ahmedabad,Office,Ahmedabad,1,0.29,0,5,39,825,32.22,1,25,7475.45,1,NEFT Payment - Ahmedabad - Online Payment,Online payment - NEFT Payment - Ahmedabad,6012,INR,1.0,0.0,0.0,0.0,0.0,0.776,1,4.0,Pending,N/A
5E98EA1BE896D327,Cult Fit Gym,3196.57,2024-11-25 12:17:00,IMPS440207871,Health & Fitness,2024,11,25,12,17,0,0,0,1,3197.0,8.0701,0,6,0.57,0,0,12,3,3,7,0,0,0,0,0,0,0,C,m,Credit Card,Bank App,Visa,Canara,0,0,1,Chandigarh,Online,Chandigarh,1,5.2,0,6,86,752,121.85,0,26,3897.3,0,Payment to Cult Fit Gym,POS transaction at Cult Fit Gym,7997,INR,1.0,575.38,0.0,0.0,0.0,0.03,1,3.4,Success,N/A
B041B1FB24C4AC0C,UPI-IIT Madras,1999.0,2025-01-23 14:36:00,UPI340733114,Education,2025,1,23,14,36,3,0,0,0,1999.0,7.6009,0,9,0.0,0,0,14,2,7,5,0,1,1,0,0,0,0,U,s,UPI,Paytm,N/A,SBI,1,1,1,Delhi,Home,Delhi,1,8.91,1,3,13,48,70.95,0,17,4343.18,0,Debit Card Transaction - UPI-IIT Madras,Paid to UPI-IIT Madras,8220,INR,1.0,359.82,0.0,0.0,0.0,0.0678,1,4.2,Success,N/A
A7AC283A26A95E38,Paytm,42205.84,2024-11-27 15:50:00,IMPS567579278,Transfer - Personal,2024,11,27,15,50,2,0,0,1,42206.0,10.6503,0,5,0.84,1,0,5,1,1,4,0,0,1,0,0,0,0,P,m,Debit Card,Bank App,Amex,ICICI,1,0,1,Kochi,Online,Kochi,1,7.27,0,16,66,356,15.43,0,25,11869.9,0,Debit Card Transaction - Paytm,Payment for transfer - personal,6012,INR,1.0,0.0,0.0,0.0,0.0,0.4185,1,4.9,Success,N/A
7908B31E9C825705,Flikart,2203.79,2025-10-20 08:24:00,NEFT490722213,Shopping - Essentials,2025,10,20,8,24,0,0,0,0,2204.0,7.6984,0,3,0.79,0,0,7,1,1,6,0,0,0,0,0,0,0,F,t,Debit Card,Bank App,Rupay,Axis,0,0,1,Delhi,Online,Delhi,1,1.64,0,15,42,34,43.58,1,17,3509.15,0,Flikart - Online Payment,POS transaction at Flikart,5912,INR,1.0,0.0,0.0,255.2,0.0,0.2081,1,4.9,Success,N/A
A36B6C9F8F7841E9,Starbucks,215.22,2025-04-14 05:53:00,RTGS876313414,Food - Dining Out,2025,4,14,5,53,0,0,0,0,215.0,5.3763,0,5,0.22,0,0,9,1,1,8,0,0,0,0,0,0,0,S,s,Wallet,PhonePe,N/A,Kotak,1,1,0,Nagpur,Restaurant,Lucknow,0,22.7,0,11,4,316,27.55,0,17,2527.48,1,Starbucks - Online Payment,Online payment - Starbucks,5814,INR,1.0,10.76,0.0,0.0,0.0,0.3983,0,5.0,Pending,N/A
D2A2742B059DA72F,Dosa Plaza,511.28,2025-10-22 22:09:00,IMPS824646112,Food - Dining Out,2025,10,22,22,9,2,0,0,0,511.0,6.2389,0,1,0.28,0,0,10,2,2,7,0,0,0,0,0,0,0,D,a,Credit Card,Bank App,Amex,Kotak,0,1,1,Lucknow,Restaurant,Lucknow,1,10.67,0,2,39,952,68.36,0,21,1662.28,0,UPI/Dosa Plaza/Rs.511.28,POS transaction at Dosa Plaza,5812,INR,1.0,25.56,0.0,0.0,0.0,0.0275,1,4.0,Pending,N/A
8FCBC8CF8D1704D5,Swiggy INDIA,124.97,2025-01-17 05:47:00,RTGS600309293,Food - Delivery,2025,1,17,5,47,4,0,0,0,125.0,4.836,0,4,0.97,0,0,12,2,6,5,0,0,0,0,0,0,0,S,A,UPI,GPay,N/A,BOB,1,1,1,Chennai,Online,Kochi,0,26.4,0,46,73,644,6.19,0,66,2080.38,1,Debit Card Transaction - Swiggy INDIA,Paid to Swiggy INDIA,5814,INR,1.0,6.25,47.71,29.72,0.0,0.3351,1,4.7,Success,N/A
CBFC5B9F3EF8B40F,UPI/GPAY-MSEDCL Bill/806037,499.0,2025-01-10 04:48:00,NEFT947307865,Bills & Utilities,2025,1,10,4,48,4,0,0,0,499.0,6.2146,0,9,0.0,0,0,27,2,14,3,6,3,1,1,0,0,0,U,7,UPI,BHIM,N/A,BOB,1,1,0,Delhi,Online,Lucknow,0,34.17,1,13,25,70,33.32,1,33,1839.64,1,Payment to UPI/GPAY-MSEDCL Bill/806037,POS transaction at UPI/GPAY-MSEDCL Bill/806037,4814,INR,1.0,0.0,0.0,0.0,0.0,0.4908,1,3.9,Success,N/A
C34CCB308F7E6278,Behrouz-Biryani,165.52,2025-10-25 10:36:00,UPI207840364,Food - Delivery,2025,10,25,10,36,5,1,0,1,166.0,5.1151,0,5,0.52,0,0,15,1,2,12,0,1,0,0,0,0,0,B,i,UPI,Amazon Pay,N/A,Canara,1,1,1,Kolkata,Online,Kolkata,1,1.17,0,24,40,625,14.55,0,44,3773.16,0,Debit Card Transaction - Behrouz-Biryani,Paid to Behrouz-Biryani,5814,INR,1.0,8.28,13.26,35.22,0.0,0.0845,1,3.8,Success,N/A
7B3AD7A53A156FF8,Meru Cabs,55.69,2025-07-15 09:44:00,RTGS594938512,Transportation,2025,7,15,9,44,1,0,0,0,56.0,4.0376,0,5,0.69,0,1,9,2,2,6,0,0,0,0,0,0,0,M,s,Debit Card,Bank App,Mastercard,ICICI,1,1,1,Nagpur,Station,Nagpur,1,3.17,0,1,85,257,127.01,0,16,1440.08,0,Meru Cabs - Online Payment,Paid to Meru Cabs,4121,INR,1.0,0.0,0.0,0.0,0.0,0.0306,0,4.3,Success,N/A
EA08457023373A4A,UPI/UPI-Metropolis Healthcare/493406,8748.48,2025-09-20 16:54:00,NEFT365102851,Health & Fitness,2025,9,20,16,54,5,1,0,0,8748.0,9.0767,0,8,0.48,1,0,36,2,8,18,6,3,1,1,0,0,0,U,6,Debit Card,Bank App,Amex,SBI,0,1,1,Chennai,Online,Chennai,1,3.88,0,2,0,622,51.17,0,10,3183.72,0,Debit Card Transaction - UPI/UPI-Metropolis Healthcare/493406,POS transaction at UPI/UPI-Metropolis Healthcare/493406,8099,INR,1.0,1574.73,0.0,0.0,0.0,0.3029,1,3.2,Success,N/A
